Study.ID,Cross.ID,File,Source,Study.name,Genus,spL.name,spS.name,species.pair,Female.pref,homologous,trait.type,trait,Mn.spL,SD.spL,SE.spL,Mn.hybLS,SD.hybLS,SE.hybLS,Mn.hybSL,SD.hybSL,SE.hybSL,Mn.spS,SD.spS,SE.spS,Parents.spLF.spL,Parents.spLM.spL,Parents.spLF.hybLS,Parents.spLM.hybSL,Parents.spSF.hybSL,Parents.spSM.hybLS,Parents.spSF.spS,Parents.spSM.spS,N.spL,N.hybLS,N.hybSL,N.spS,reps.spL,reps.hybLS,reps.hybSL,reps.spS,Bottleneck.spLF,Bottleneck.spLM,Bottleneck.spSF,Bottleneck.spSM,pheno.div.diff,pheno.div.ratio,reciprocal,distribution,source_distribution,taxa,souce_sex.determinaton,sex.determination,hetero.sex,divergence.cytb,divergence.COI,Survival.spL,Survival.hybLS,Survival.hybSL,Survival.spS,surv.relat.hybLS,surv.relat.hybSL,surv.File,surv.Source,surv.Study.name,comments,parentals,sq.divergence.COI,ES.ID
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_minfreqend,67679.92425,7694.13379327465,NA,72042.2784,2956.82020383617,NA,NA,NA,NA,58407.7222,4528.65556909349,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.741584989938536,-0.457875137048134,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES219
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_maxfrequend,72289.77275,7207.91611262022,NA,75923.6484,3046.30296267907,NA,NA,NA,NA,62455.1249,4470.22058843194,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.825272407045185,-0.459580398465362,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES220
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_bandwend,4533.485,626.228266294324,NA,3833.2748,260.573690265729,NA,NA,NA,NA,4000.4722,271.345308332308,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.558736171564835,-0.492166034376557,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES221
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_entropyend,0.2032,0.0143201489750165,NA,NA,NA,NA,0.192,0.00839642781187333,NA,0.20625,0.0107819293264239,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.638043740881133,-0.661873231411439,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES222
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_peakfrequcentre,68660.68175,7663.49485368559,NA,72021.6116,3615.66108630037,NA,NA,NA,NA,59662.3749,4149.6050514566,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.700831584284322,-0.468451167568762,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES223
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_minfreqcenter,67142.27275,7703.64707362062,NA,70267.8316,3511.03023509899,NA,NA,NA,NA,58124.8194,4183.0463574519,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.703680429687084,-0.462681392540348,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES224
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_maxfreqcenter,71632.0455,7409.14985066535,NA,74567.89,3563.37001050403,NA,NA,NA,NA,62026.3194,4196.23008490821,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.791210689494739,-0.463046975054388,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES225
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_bandwcentre,4444.62125,673.933639217479,NA,4261.2308,595.54970929109,NA,NA,NA,NA,3878.5416,177.293685652554,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.55381608989945,-0.474981416415077,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES226
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_entropycentre,0.199,0.0134412301024373,NA,0.2014,0.017343586710943,NA,NA,NA,NA,0.1961,0.0112195266289527,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.638043763199928,-0.662209345774641,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES227
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_peakfrequmax,68920.4545,7723.19456008637,NA,73048.2564,3656.61526561714,NA,NA,NA,NA,60169.5138,4456.38019988891,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.664025488171389,-0.475671846641415,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES228
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_minfreqmax,67252.9545,7730.31449702712,NA,71570.088,3681.73898270009,NA,NA,NA,NA,58666.875,4456.76697698166,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.639495465884615,-0.474441948731132,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES229
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_maxfrequmax,71630.75775,7551.5296523871,NA,75444.2492,3592.52062448098,NA,NA,NA,NA,62560.9861,4458.42262622846,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,0.711464972472203,-0.476294880483742,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES230
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_bandwmax,4330.1515,407.158140288267,NA,3852.3444,191.505768368214,NA,NA,NA,NA,3868.9027,174.398144669699,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.569414078309346,-0.511337686708769,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES231
s19,musculus.1,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Constant Modulated_entropymax,0.19975,0.0156498136304132,NA,0.1892,0.00933809402394301,NA,NA,NA,NA,0.1915,0.0102007624987329,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,-0.638042967162903,-0.61985397945501,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES232
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_meanduration,0.0425,0.0275771644662754,NA,NA,NA,NA,0.0381666666666667,0.00664580067912565,NA,0.035,0.0120277457017791,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.638043078756878,-0.38576817784121,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES233
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_peakfrequstart,66238.6365,12885.4138334113,NA,NA,NA,NA,73305.6713333334,4769.9467214065,NA,88243.236,13841.1853318188,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2.63606345553608,-0.243020519770538,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES234
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_minfreqstart,65145.4545,13795.0105408854,NA,NA,NA,NA,71600.6366666667,4899.48879914489,NA,86607.43525,13818.4480690976,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2.55532614420557,-0.24620885074972,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES235
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_maxfrequstart,69802.2725,13785.3684328172,NA,NA,NA,NA,75512.6351666667,4620.49446517766,NA,91795.0325,12995.6534045651,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2.6343018330387,-0.262953914768514,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES236
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_entropystart,0.20575,0.0209184926161837,NA,0.178,0.0144913767461894,NA,NA,NA,NA,0.2025,0.00353553390593272,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.63804371112274,-0.660296545245857,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES237
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_peakfrequend,61843.182,5666.49635756064,NA,NA,NA,NA,77592.3225,10448.6713702485,NA,74352.40275,5053.63173352705,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,1.22322737064246,-0.401081351213309,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES238
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_minfreqend,59870.4545,5062.24179323158,NA,NA,NA,NA,75370.5631666667,9716.75338277213,NA,72380.22725,5077.62055821789,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,1.22330950380843,-0.392554591458906,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES239
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_maxfrequend,77172.77075,5578.88770454125,NA,79990.5866666667,10512.6172949933,NA,NA,NA,NA,65202.2725,4451.55892115476,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1.14306979001471,-0.425204685822104,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES240
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_bandwend,4737.12125,658.362419241045,NA,4577.44983333333,867.742471935175,NA,NA,NA,NA,5268.182,662.10933405896,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.55902662092469,-0.521158273665033,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES241
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_entropyend,0.20875,0.0171925371406705,NA,0.199333333333333,0.0194182045170677,NA,NA,NA,NA,0.222,0.00282842712474619,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,-0.638042223203066,-0.590032461916362,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES242
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_peakfrequcentre,63693.182,40385.4393138201,NA,NA,NA,NA,77685.0115,5235.8011517798,NA,85535.69275,9125.85774953417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2.61194595153917,-0.230662784914904,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES243
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_minfreqcenter,67679.5455,33050.8137127233,NA,NA,NA,NA,75118.287,4715.18012294012,NA,80507.197,8382.73883959728,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,1.27060730839794,-0.417487596167304,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES244
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_maxfreqcenter,90638.4525,8209.64447164254,NA,85149.2475,7210.79012716362,NA,NA,NA,NA,96740.909,2886.28118736931,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.269952313572574,-0.584460074313372,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES245
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_bandwcentre,29015.909,35872.8125297218,NA,NA,NA,NA,9980.98,5931.12280986253,NA,10071.6775,4429.05185297188,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,2.18070528001794,0.944963972596668,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES246
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_entropycentre,0.1615,0.0544472221513642,NA,NA,NA,NA,0.211333333333333,0.023346662859318,NA,0.22525,0.0343256463886699,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,-0.638034709208715,-0.172364334308747,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES247
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_peakfrequmax,70011.3635,12075.4555424738,NA,NA,NA,NA,78668.1135,5702.1882219604,NA,80739.4265,5303.47423930304,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0.958205404869062,-0.465225358001664,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES248
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_minfreqmax,68222.7275,12554.3591663816,NA,NA,NA,NA,76413.0593333333,6057.23869350557,NA,79202.79225,5361.13424131439,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0.99570124102582,-0.454960469063072,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES249
s19,musculus.3,Musolf_2015.PLOS1,S2,Musolf et al_2015,Mus,Mus_musculus_musculus,Mus_musculus_domesticus,Mus_musculus_domesticus_Mus_musculus_musculus,?,Yes,sound,Complex 2_maxfrequmax,72500,12020.8152801713,NA,NA,NA,NA,81311.1883333333,5595.50609104444,NA,84045.20575,4837.58065042595,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,1.07978968224285,-0.457217795907972,Inviable,Allopatry,original study,Rodentia,Ezaz Tariq et al. "Relationships between vertebrate ZW and XY sex chromosome systems." Current Biology 16.17 (2006): R736-R743.,XY,Male,-1.50863830616573,-1.53760200210104,NA,NA,NA,NA,NA,NA,NA,NA,NA,N of indv_genetic distance_first 20 sequences were used_respectively,NA,0.156197714236413,ES250
