Study.ID,Study.name,Source,Cross.ID,Genus,sp1.name,sp2.name,species.pair,homologous,trait.type,trait,Mn.sp1,SD.sp1,SE.sp1,Mn.hyb12,SD.hyb12,SE.hyb12,Mn.hyb21,SD.hyb21,SE.hyb21,Mn.sp2,SD.sp2,SE.sp2,Parents.sp1F.sp1,Parents.sp1M.sp1,Parents.sp1F.hyb12,Parents.sp1M.hyb21,Parents.sp2F.hyb21,Parents.sp2M.hyb12,Parents.sp2F.sp2,Parents.sp2M.sp2,N.sp1,N.hyb12,N.hyb21,N.sp2,reps.sp1,reps.hyb12,reps.hyb21,reps.sp2
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_entropystart,0.20575,0.020918493,,0.193,0.032526912,,NA,NA,,0.2135,0.015436969,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakfrequend,74352.40275,5053.631734,,73462.5,18685.29669,,NA,NA,,70818.20117,7761.644998,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakamplend,-27.6895,2.713974883,,-27.6505,3.111976944,,NA,NA,,-31.92933333,4.51248409,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_minfreqend,72380.22725,5077.620558,,71778.125,18353.84039,,NA,NA,,68704.39,7683.044029,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_maxfrequend,77172.77075,5578.887705,,76237.5,19498.46949,,NA,NA,,73259.65433,7707.398547,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_bandwend,4737.12125,658.3624192,,4400,1131.37085,,NA,NA,,4521.833833,641.0389018,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_entropyend,0.20875,0.017192537,,0.203,0.036769553,,NA,NA,,0.209166667,0.012639884,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakfrequcentre,85535.69275,9125.85775,,62084.375,37454.56232,,NA,NA,,61978.20517,9275.546003,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakamplcentre,-26.802,3.430671946,,-52.0335,36.15649104,,NA,NA,,-31.43466667,8.642350182,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_minfreqcenter,80507.197,8382.73884,,69421.875,21244.13936,,NA,NA,,61213.28667,9007.745009,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_maxfreqcenter,90638.4525,8209.644472,,95231.25,2713.522273,,NA,NA,,71257.75067,7370.474651,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_bandwcentre,10071.6775,4429.051853,,25728.125,23931.14513,,NA,NA,,9988.753,6829.434412,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_entropycentre,0.22525,0.034325646,,0.1705,0.091216775,,NA,NA,,0.209166667,0.034143325,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakfrequmax,80739.4265,5303.474239,,82650,3676.955262,,NA,NA,,68118.29833,9187.534211,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_peakamplmax,-13.76725,4.34043718,,-13.763,2.125562984,,NA,NA,,-19.48666667,9.01096842,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_minfreqmax,79202.79225,5361.134241,,81371.875,2930.073725,,NA,NA,,66305.21567,9378.630795,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_maxfrequmax,84045.20575,4837.58065,,85321.875,3707.891184,,NA,NA,,72361.4995,9750.205644,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_bandwmax,4802.381,1332.031648,,3918.75,733.6232855,,NA,NA,,6007.614667,2379.189182,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_entropymax,0.195,0.010739336,,0.1925,0.016263456,,NA,NA,,0.204333333,0.011639015,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_FAC1_1,0.173952764,1.196438956,,0.527537268,2.181273495,,NA,NA,,-0.62054185,0.947871152,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_FAC2_1,1.909848638,1.801855065,,0.438926994,1.076266397,,NA,NA,,0.452733562,1.260355528,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_FAC1_2,0.590473907,0.549468154,,-0.097932432,0.638627919,,NA,NA,,-0.37480379,1.144345153,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_FAC1_3,1.497793368,0.994128185,,1.3129292,0.313436288,,NA,NA,,3.861801681,3.478015277,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Complex 2_FAC1_4,0.487438692,1.153873884,,-0.673017371,2.729705273,,NA,NA,,0.555965926,0.647694443,,,,,,,,,,4,2,,6,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_meanduration,0.02475,0.011615363,,0.033,NA,,NA,NA,,0.043142857,0.021659706,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakfrequstart,76228.5715,13271.31524,,75540,NA,,NA,NA,,54580.95243,7151.323561,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakamplstart,-35.552,2.453421964,,-28.568,NA,,NA,NA,,-31.77928571,4.583436982,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_minfreqstart,74332.14275,12615.61569,,74460,NA,,NA,NA,,53274.76186,6927.036041,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_maxfrequstart,78808.33325,12749.56416,,78860,NA,,NA,NA,,57440.00014,7073.597126,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_bandwstart,4411.905,626.2642551,,4340,NA,,NA,NA,,4110,600.3116768,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_entropystart,0.2115,0.015758596,,0.221,NA,,NA,NA,,0.202285714,0.023350334,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakfrequend,75334.524,11042.21345,,79060,NA,,NA,NA,,58608.09514,6273.469805,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakamplend,-30.831,6.899618202,,-27.814,NA,,NA,NA,,-31.10971429,6.022431865,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_minfreqend,74025,11169.41508,,78160,NA,,NA,NA,,57369.04757,6615.947967,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_maxfrequend,77971.4285,11022.66934,,82940,NA,,NA,NA,,61825.71429,6094.174896,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_bandwend,3878.5715,836.3032833,,4740,NA,,NA,NA,,4394.285571,1103.00877,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_entropyend,0.1935,0.028711206,,0.214,NA,,NA,NA,,0.212142857,0.012850792,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakfrequcentre,84771.4285,11250.23603,,90260,NA,,NA,NA,,65132.85714,6639.289924,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakamplcentre,-23.24825,8.999509149,,-21.812,NA,,NA,NA,,-21.28457143,7.535795067,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_minfreqcenter,82939.28575,11362.31253,,89020,NA,,NA,NA,,63461.42871,7232.089861,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_maxfreqcenter,87214.28575,11278.1559,,92820,NA,,NA,NA,,68880.95243,4518.620567,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_bandwcentre,4239.28575,426.0486747,,3800,NA,,NA,NA,,5404.285714,4186.784492,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_entropycentre,0.19675,0.011528949,,0.193,NA,,NA,NA,,0.189,0.00728011,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakfrequmax,81715.476,10451.35416,,85680,NA,,NA,NA,,64371.42857,7250.376046,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_peakamplmax,-17.47,3.041110433,,-11.732,NA,,NA,NA,,-15.537,6.267375793,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_minfreqmax,80088.09525,10219.57034,,84440,NA,,NA,NA,,62977.14286,7156.807515,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_maxfrequmax,84541.6665,10896.66531,,88540,NA,,NA,NA,,66872.381,7126.680595,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_bandwmax,4390.47625,1075.825307,,4080,NA,,NA,NA,,3884.285571,142.6563258,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_entropymax,0.19975,0.020982135,,0.199,NA,,NA,NA,,0.189738095,0.012708854,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_FAC1_1,0.947683545,0.953506675,,1.653667867,NA,,NA,NA,,-0.533495536,0.668851211,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_FAC2_1,0.38972858,0.968327561,,0.120416666,NA,,NA,NA,,-1.157499469,0.53879511,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_FAC1_2,0.064103108,0.768857547,,0.876398002,NA,,NA,NA,,0.389666093,1.002907543,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_FAC1_3,0.129146118,0.693989909,,0.218933596,NA,,NA,NA,,-0.060084338,0.534685556,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped Inverted_FAC1_4,0.014908337,0.74272244,,0.339980597,NA,,NA,NA,,-0.202599045,0.547459997,,,,,,,,,,4,1,,7,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_meanduration,0.026,0.011661904,,0.0376,0.01128273,,NA,NA,,0.035444444,0.009748219,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakfrequstart,80479.76175,12733.65647,,79085.4762,3447.326554,,NA,NA,,65840.71078,5732.788117,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakamplstart,-33.77775,5.810254577,,-28.5492,8.464959935,,NA,NA,,-38.357,4.675247721,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_minfreqstart,79164.88075,12512.0095,,77460.9522,3600.684437,,NA,NA,,63745.197,5888.210007,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_maxfrequstart,82837.5,12669.19821,,81530.7144,3665.752218,,NA,NA,,68163.04467,5734.435354,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_bandwstart,3639.881,853.3854609,,4006.1906,651.1667981,,NA,NA,,4360.525222,453.4732575,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_entropystart,0.1835,0.023388031,,0.1972,0.022620787,,NA,NA,,0.22,0.022527761,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakfrequend,79257.14275,12462.30476,,80213.0952,4487.007722,,NA,NA,,66126.11511,6271.999103,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakamplend,-29.823,6.013071761,,-27.3108,5.980489253,,NA,NA,,-35.51,4.703773884,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_minfreqend,77598.8095,12226.80218,,78693.8096,4816.530512,,NA,NA,,64482.54178,5952.020101,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_maxfrequend,81726.78575,12753.07665,,83136.1904,4656.424558,,NA,NA,,69003.38011,5730.357804,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_bandwend,4083.3335,786.2241599,,4392.857,725.5012887,,NA,NA,,4462.898889,468.0169154,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_entropyend,0.19775,0.019619293,,0.2048,0.020729206,,NA,NA,,0.227555556,0.044147795,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakfrequcentre,74933.33325,10968.54084,,71673.8094,3009.50765,,NA,NA,,59479.116,5400.465588,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakamplcentre,-25.128,5.371043908,,-19.5104,6.29252265,,NA,NA,,-31.96722222,6.028245739,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_minfreqcenter,72616.66675,12624.62334,,70144.2856,2999.716956,,NA,NA,,57936.32244,5682.741754,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_maxfreqcenter,80083.9285,8479.27928,,74386.4286,3202.480843,,NA,NA,,62278.16456,5499.665802,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_bandwcentre,7431.54775,6279.728024,,4214.0476,363.2867758,,NA,NA,,4307.339556,818.6217348,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_entropycentre,0.199,0.005354126,,0.1952,0.005630275,,NA,NA,,0.208777778,0.02371064,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakfrequmax,79097.61925,11822.76515,,76354.762,5142.843168,,NA,NA,,63787.84189,5091.30377,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_peakamplmax,-17.05825,4.592181862,,-11.7044,6.161707012,,NA,NA,,-21.87455556,5.011588798,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_minfreqmax,77244.0475,11659.22825,,74737.8572,5116.614202,,NA,NA,,62107.57044,4788.491559,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_maxfrequmax,81376.1905,11690.86104,,78997.619,5192.492315,,NA,NA,,66376.44167,5054.852101,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_bandwmax,4088.69075,268.906355,,4235,620.6398924,,NA,NA,,4223.314111,397.7357504,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_entropymax,0.193,0.005477226,,0.1956,0.009864076,,NA,NA,,0.204555556,0.012511106,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_FAC1_1,0.455200957,1.135589244,,0.344509696,0.492947504,,NA,NA,,-0.914069944,0.548236173,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_FAC2_1,0.811800672,0.856322692,,0.62144267,0.320959177,,NA,NA,,-0.175018763,0.377245262,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_FAC1_2,0.16573786,0.92160411,,0.971261501,1.188120077,,NA,NA,,-0.772000406,0.731761793,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_FAC1_3,-0.116091484,0.957455766,,0.063019275,0.769228972,,NA,NA,,0.244266587,0.316436723,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,U Shaped_FAC1_4,-0.406541601,0.481830246,,-0.134427048,0.738217435,,NA,NA,,0.889236449,1.231796932,,,,,,,,,,4,5,,9,,,,
s19,Musolf et al_2015,S2,musculus.1,Mus,Mus_musculus_domesticus,Mus_musculus_musculus,Mus_musculus_domesticus_Mus_musculus_musculus,Yes,sound,Frequ Modulated Upsweep_meanduration,0.0285,0.006350853,,0.0276,0.003130495,,NA,NA,,0.0351,0.007340148,,,,,,,,,,4,5,,10,,,,
